epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,8336.08,1.1412,0.85885,1.16305,0.83391,0.78292,0.835,0.54999,0.9266,0.96419,1.24343,0.0014456,0.0014456,0.0014456
16,8975.39,1.12576,0.84347,1.15934,0.84128,0.8028,0.84878,0.58026,0.83535,0.8101,1.15889,0.001406,0.001406,0.001406
17,9586.76,1.10839,0.81581,1.13815,0.83259,0.79911,0.84651,0.57659,0.85605,0.86531,1.18194,0.0013664,0.0013664,0.0013664
18,10219.4,1.10167,0.81774,1.14517,0.84538,0.78904,0.84555,0.56362,0.8881,0.83325,1.19333,0.0013268,0.0013268,0.0013268
19,10830.7,1.09057,0.81938,1.14173,0.85491,0.79933,0.85135,0.58248,0.83404,0.79063,1.16756,0.0012872,0.0012872,0.0012872
20,11439.8,1.07306,0.79785,1.1308,0.8485,0.78934,0.85416,0.58512,0.82397,0.79698,1.1523,0.0012476,0.0012476,0.0012476
21,12043.5,1.07793,0.79119,1.12704,0.8546,0.7953,0.85498,0.58913,0.80071,0.76456,1.1327,0.001208,0.001208,0.001208
22,12681.6,1.05366,0.77335,1.1158,0.84453,0.81365,0.84842,0.58148,0.816,0.78915,1.13813,0.0011684,0.0011684,0.0011684
23,13310.1,1.06381,0.78697,1.1156,0.85759,0.80296,0.8613,0.59916,0.77918,0.75709,1.12263,0.0011288,0.0011288,0.0011288
24,13919.2,1.04268,0.75894,1.1147,0.84427,0.81342,0.85492,0.59692,0.77662,0.73973,1.11116,0.0010892,0.0010892,0.0010892
25,14526.7,1.04098,0.75232,1.10701,0.84941,0.81141,0.85997,0.59933,0.81263,0.79192,1.14184,0.0010496,0.0010496,0.0010496
26,15158.5,1.03398,0.74773,1.09804,0.84914,0.80828,0.85824,0.60857,0.72956,0.70368,1.08842,0.00101,0.00101,0.00101
27,15777.8,1.02462,0.74364,1.104,0.85157,0.80348,0.86043,0.60274,0.77769,0.73622,1.11927,0.0009704,0.0009704,0.0009704
28,16412.5,1.02353,0.75706,1.10496,0.84943,0.81857,0.86379,0.61135,0.76458,0.69495,1.11778,0.0009308,0.0009308,0.0009308
29,17038.7,1.01545,0.72278,1.08284,0.84723,0.82628,0.87199,0.62022,0.73449,0.68674,1.07856,0.0008912,0.0008912,0.0008912
30,17672.3,1.01856,0.71992,1.08747,0.85929,0.81972,0.86889,0.61505,0.74835,0.696,1.08938,0.0008516,0.0008516,0.0008516
31,18290.9,0.98529,0.71381,1.08568,0.85707,0.82617,0.86976,0.61959,0.73456,0.70252,1.08131,0.000812,0.000812,0.000812
32,18923.5,0.99154,0.71132,1.08476,0.86081,0.82184,0.87091,0.62199,0.73629,0.67459,1.08385,0.0007724,0.0007724,0.0007724
33,19544.9,0.99286,0.71901,1.08761,0.86068,0.82908,0.86969,0.61859,0.73906,0.69072,1.08568,0.0007328,0.0007328,0.0007328
34,20148.7,0.97559,0.70611,1.08209,0.86289,0.81797,0.86875,0.61881,0.72132,0.65983,1.05343,0.0006932,0.0006932,0.0006932
35,20772.9,0.97608,0.69691,1.07951,0.86005,0.82908,0.87771,0.62954,0.69096,0.66147,1.05468,0.0006536,0.0006536,0.0006536
36,21414.7,0.97398,0.68517,1.06789,0.86195,0.82998,0.86847,0.62569,0.69936,0.67025,1.04104,0.000614,0.000614,0.000614
37,22006.7,0.9598,0.68941,1.07297,0.86586,0.83034,0.8761,0.63186,0.69957,0.64419,1.04934,0.0005744,0.0005744,0.0005744
38,22650.9,0.96992,0.68273,1.06825,0.87027,0.83292,0.87261,0.62892,0.69972,0.66091,1.04356,0.0005348,0.0005348,0.0005348
39,23273.9,0.94676,0.67472,1.0613,0.8639,0.83497,0.87856,0.63679,0.69328,0.63553,1.05261,0.0004952,0.0004952,0.0004952
40,23932.5,0.93954,0.65806,1.05726,0.85976,0.83659,0.87982,0.63923,0.67258,0.63588,1.02682,0.0004556,0.0004556,0.0004556
41,24536.5,0.91913,0.65606,1.05865,0.86911,0.83356,0.87698,0.63608,0.6749,0.63462,1.02736,0.000416,0.000416,0.000416
42,25152.8,0.91402,0.63785,1.0611,0.86719,0.83266,0.87411,0.63565,0.66708,0.62386,1.03055,0.0003764,0.0003764,0.0003764
43,25794.5,0.90316,0.62466,1.05479,0.86699,0.83265,0.88046,0.64349,0.66566,0.61317,1.02152,0.0003368,0.0003368,0.0003368
44,26386.6,0.89085,0.62952,1.04838,0.86681,0.83714,0.87893,0.64526,0.66542,0.61048,1.01585,0.0002972,0.0002972,0.0002972
45,26994.6,0.89391,0.61693,1.04005,0.87059,0.83826,0.88489,0.64982,0.64548,0.59168,1.00298,0.0002576,0.0002576,0.0002576
46,27593.7,0.88427,0.61207,1.03931,0.87689,0.8387,0.88629,0.6524,0.63488,0.59082,0.99693,0.000218,0.000218,0.000218
47,28209.2,0.86998,0.59987,1.03676,0.87037,0.83517,0.88597,0.65178,0.63135,0.59197,0.99263,0.0001784,0.0001784,0.0001784
48,28852.3,0.85344,0.59632,1.02906,0.87849,0.83779,0.88919,0.65727,0.6264,0.58101,0.98385,0.0001388,0.0001388,0.0001388
49,29414.8,0.85886,0.58789,1.02213,0.87557,0.83748,0.88673,0.65562,0.63114,0.58008,0.99088,9.92e-05,9.92e-05,9.92e-05
50,29987.6,0.8515,0.58747,1.02656,0.87885,0.84549,0.89036,0.65907,0.6184,0.57639,0.9794,5.96e-05,5.96e-05,5.96e-05
